tahun,merk,tipe,tipe_truncated,jenis_mobil,is_convertible,is_coupe,is_fastback,is_hatchback,is_mpv,is_pickup,is_suv,is_sedan,is_truck,is_van,is_wagon,transmisi,km,lokasi,penjual,harga_asli,harga_imputed,imputation_source,harga
2023,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,Jawa Barat,Sales Agent,234000000.0,False,,234000000.0
2021,Nissan,Magnite Premium,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,178000000.0,False,,178000000.0
2018,Hyundai,Santa Fe,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,Banten,Dealer,290000000.0,False,,290000000.0
2008,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,117500.0,Banten,Dealer,88000000.0,False,,88000000.0
2021,KIA,Sonet Premiere,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,209000000.0,False,,209000000.0
2024,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,17500.0,Jawa Barat,Sales Agent,260000000.0,False,,260000000.0
2021,Daihatsu,Terios,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,Banten,Dealer,185500000.0,False,,185500000.0
2022,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,Banten,Dealer,317500000.0,False,,317500000.0
2017,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,77500.0,Banten,Dealer,160500000.0,False,,160500000.0
2017,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,67500.0,Banten,Dealer,303500000.0,False,,303500000.0
2018,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,72500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2022,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Banten,Broker,268000000.0,False,,268000000.0
2017,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,77500.0,Banten,Dealer,349500000.0,False,,349500000.0
2021,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,47500.0,Banten,Dealer,193500000.0,False,,193500000.0
2023,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,27500.0,Jawa Barat,Sales Agent,258000000.0,False,,258000000.0
2023,Mercedes-Benz,BRABUS G800 BRABUS,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,8750000000.0,False,,8750000000.0
2016,BMW,330i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,375000000.0,False,,375000000.0
2014,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,147500.0,Banten,Dealer,215500000.0,False,,215500000.0
2018,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Banten,Broker,339000000.0,False,,339000000.0
2018,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,67500.0,Banten,Dealer,126500000.0,False,,126500000.0
2022,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,295000000.0,False,,295000000.0
2022,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,37500.0,Banten,Dealer,177500000.0,False,,177500000.0
2023,Toyota,Yaris Cross S HV (2 Tone) with GR Parts Ae,True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,337000000.0,False,,337000000.0
2025,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,363000000.0,False,,363000000.0
2022,Hyundai,Palisade Signature,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,699000000.0,False,,699000000.0
2025,Hyundai,Creta N Line Turbo,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,420000000.0,False,,420000000.0
2024,Mazda,CX-3,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,355000000.0,False,,355000000.0
2023,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,499000000.0,False,,499000000.0
2014,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,92500.0,DKI Jakarta,Dealer,159000000.0,False,,159000000.0
2022,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,550000000.0,False,,550000000.0
2019,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,72500.0,DKI Jakarta,Dealer,349000000.0,False,,349000000.0
2024,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,163000000.0,False,,163000000.0
2018,Toyota,Sienta,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,67500.0,Banten,Dealer,162500000.0,False,,162500000.0
2016,BMW,320i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,295000000.0,False,,295000000.0
2022,Toyota,Avanza,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,Banten,Dealer,178500000.0,False,,178500000.0
2023,Chery,Omoda 5 RZ,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,255000000.0,False,,255000000.0
2025,Toyota,Raize G (1 Tone),False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,210000000.0,False,,210000000.0
2022,Lexus,RX 300,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,861000000.0,False,,861000000.0
2020,Mercedes-Benz,C300 AMG Final Edition,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,525000000.0,False,,525000000.0
2018,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,285000000.0,False,,285000000.0
2017,Lexus,NX 200T,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,399000000.0,False,,399000000.0
2020,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Banten,Dealer,206000000.0,False,,206000000.0
2019,Toyota,Avanza,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Manual,82500.0,Jawa Barat,Dealer,128000000.0,False,,128000000.0
2023,Chery,Omoda 5 RZ,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,265000000.0,False,,265000000.0
2020,Mercedes-Benz,GLA200,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,339000000.0,False,,339000000.0
2022,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,385000000.0,False,,385000000.0
2014,Nissan,X-Trail,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,117500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,425000000.0,False,,425000000.0
2021,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,200000000.0,False,,200000000.0
2021,Toyota,Raize GR Sport (1 Tone),False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,Banten,Dealer,,True,mean_by_jenis_mobil,466564618.0
2025,Hyundai,Creta N Line,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,345000000.0,False,,345000000.0
2019,Mercedes-Benz,GLA200,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,375999000.0,False,,375999000.0
2018,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,44000.0,DKI Jakarta,Dealer,310000000.0,False,,310000000.0
2023,BMW,520i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,Banten,Dealer,,True,mean_by_jenis_mobil,471819265.0
2020,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,288999000.0,False,,288999000.0
2025,Hyundai,Stargazer X Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,270000000.0,False,,270000000.0
2022,Toyota,Raize GR Sport (2 Tone),True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,195000000.0,False,,195000000.0
2021,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,77500.0,Jawa Barat,Dealer,147000000.0,False,,147000000.0
2023,Toyota,Raize G (1 Tone),True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,178000000.0,False,,178000000.0
2022,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,210000000.0,False,,210000000.0
2016,Toyota,Vellfire,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,77500.0,DKI Jakarta,Dealer,465000000.0,False,,465000000.0
2023,Hyundai,Creta Prime,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Banten,Dealer,258000000.0,False,,258000000.0
2020,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Sales Agent,,True,mean_by_jenis_mobil,466564618.0
2022,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Banten,Dealer,438500000.0,False,,438500000.0
2021,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,67500.0,Banten,Dealer,323500000.0,False,,323500000.0
2024,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,37500.0,Banten,Dealer,212500000.0,False,,212500000.0
2017,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,67500.0,Banten,Dealer,171500000.0,False,,171500000.0
2018,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,147500.0,DKI Jakarta,Dealer,340000000.0,False,,340000000.0
2017,Honda,Accord,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,180000000.0,False,,180000000.0
2022,Hyundai,Creta Prime,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,245000000.0,False,,245000000.0
2023,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Sales Agent,255000000.0,False,,255000000.0
2018,Nissan,X-Trail,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,195000000.0,False,,195000000.0
2022,Toyota,Raize GR Sport (2 Tone),False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,182000000.0,False,,182000000.0
2023,Hyundai,Stargazer Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,205000000.0,False,,205000000.0
2018,Suzuki,Baleno,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,145000000.0,False,,145000000.0
2023,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2025,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,495000000.0,False,,495000000.0
2018,Jeep,Compass,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,210000000.0,False,,210000000.0
2024,Hyundai,IONIQ 5 Signature Long Range,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,455000000.0,False,,455000000.0
2022,BMW,840i M Technic,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,1459607628.0
2023,Mercedes-Benz,EQS450 AMG Line 4MATIC,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,2249000000.0,False,,2249000000.0
2023,Hyundai,IONIQ 5 Signature Long Range,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,415000000.0,False,,415000000.0
2017,Mercedes-Benz,C300 AMG Line CKD,True,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,41000.0,DKI Jakarta,Dealer,445000000.0,False,,445000000.0
2021,Hyundai,Kona,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2015,Honda,Mobilio,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,147500.0,Jawa Barat,Private,133000000.0,False,,133000000.0
2016,Lexus,RX 200t,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,72500.0,DKI Jakarta,Dealer,460000000.0,False,,460000000.0
2024,Suzuki,Grand Vitara,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Jawa Timur,Private,290000000.0,False,,290000000.0
2023,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,22500.0,Jawa Timur,Dealer,215000000.0,False,,215000000.0
2017,Lexus,RX 200t Luxury,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,545000000.0,False,,545000000.0
2025,Lexus,RX 500H F Sport+,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,1895000000.0,False,,1895000000.0
2024,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2000.0,DKI Jakarta,Dealer,595000000.0,False,,595000000.0
2023,Mercedes-Benz,S450L,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,1795000000.0,False,,1795000000.0
2023,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,7500.0,Banten,Dealer,845000000.0,False,,845000000.0
2021,KIA,Seltos,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Sales Agent,255000000.0,False,,255000000.0
2018,BMW,740Li,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,13000.0,DKI Jakarta,Dealer,615000000.0,False,,615000000.0
2014,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,Jawa Barat,Sales Agent,126000000.0,False,,126000000.0
2017,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,82500.0,Jawa Barat,Sales Agent,165000000.0,False,,165000000.0
2022,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,760000000.0,False,,760000000.0
2016,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,97500.0,DKI Jakarta,Sales Agent,160000000.0,False,,160000000.0
2021,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,32500.0,Jawa Barat,Sales Agent,201000000.0,False,,201000000.0
2024,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,1465000000.0,False,,1465000000.0
2022,Toyota,Kijang Innova Zenix V (Non Premium Color),True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,62500.0,Jawa Barat,Sales Agent,351000000.0,False,,351000000.0
2021,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,DKI Jakarta,Sales Agent,450000000.0,False,,450000000.0
2023,Suzuki,XL7,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Jawa Barat,Sales Agent,219000000.0,False,,219000000.0
2017,KIA,Rio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,67500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,201503268.0
2022,Toyota,Kijang Innova Zenix V (Non Premium Color),True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,62500.0,Jawa Barat,Sales Agent,351000000.0,False,,351000000.0
2018,Toyota,Vellfire,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,560000000.0,False,,560000000.0
2019,BMW,530i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,Banten,Dealer,519000000.0,False,,519000000.0
2023,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,Banten,Private,470000000.0,False,,470000000.0
2012,Nissan,Navara Sport Version Dual Cab,True,Pickup,0,0,0,0,0,1,0,0,0,0,0,Manual,122500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,298357143.0
2017,Porsche,911 Carrera,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,2900000000.0,False,,2900000000.0
2019,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,399000000.0,False,,399000000.0
2023,Hyundai,Stargazer Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,250000000.0,False,,250000000.0
2017,Nissan,Serena,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,97500.0,DKI Jakarta,Dealer,145000000.0,False,,145000000.0
2016,Toyota,Agya,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,102500.0,DKI Jakarta,Dealer,85000000.0,False,,85000000.0
2015,BMW,320i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,77500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2019,Mercedes-Benz,CLA200,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,27500.0,Banten,Dealer,509000000.0,False,,509000000.0
2019,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,410000000.0,False,,410000000.0
2020,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,Banten,Dealer,479000000.0,False,,479000000.0
2014,BMW,328i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,47500.0,Banten,Dealer,259000000.0,False,,259000000.0
2018,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,52500.0,Banten,Dealer,,True,mean_by_jenis_mobil,284012562.0
2023,MINI,Cooper,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,7500.0,Banten,Dealer,669000000.0,False,,669000000.0
2022,Mercedes-Benz,AMG CLA45 S 4MATIC+,True,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,12500.0,Banten,Dealer,1029000000.0,False,,1029000000.0
2017,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,Banten,Dealer,429000000.0,False,,429000000.0
2012,Porsche,Cayenne,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Mercedes-Benz,E300,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,22500.0,Banten,Dealer,889000000.0,False,,889000000.0
2019,Mercedes-Benz,CLS350 AMG Line,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,Banten,Dealer,839000000.0,False,,839000000.0
2017,Mazda,2,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,87500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,201503268.0
2013,Mercedes-Benz,E250,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,42500.0,Banten,Dealer,,True,mean_by_jenis_mobil,471819265.0
2020,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2015,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Private,165000000.0,False,,165000000.0
2019,Wuling,Almaz,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2025,Denza,D9 Advanced,True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,2500.0,Banten,Dealer,,True,mean_by_jenis_mobil,284012562.0
2022,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2020,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,57500.0,DKI Jakarta,Sales Agent,212000000.0,False,,212000000.0
2023,Toyota,Kijang Innova Zenix G (Non Premium Color),True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,370000000.0,False,,370000000.0
2022,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,72500.0,Jawa Barat,Sales Agent,400000000.0,False,,400000000.0
2021,Toyota,Raize GR Sport TSS (1 Tone),False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,Jawa Barat,Sales Agent,200000000.0,False,,200000000.0
2019,Mercedes-Benz,CLA200,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,490000000.0,False,,490000000.0
2026,Daihatsu,Copen Core S,True,Convertible,1,0,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Sales Agent,600000000.0,False,,600000000.0
2018,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2022,Toyota,Vellfire,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,699000000.0,False,,699000000.0
2022,Honda,City,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,22500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,201503268.0
2022,Daihatsu,Xenia,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Manual,37500.0,DKI Jakarta,Sales Agent,180000000.0,False,,180000000.0
2021,KIA,Sonet Premiere,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,112500.0,Banten,Dealer,195000000.0,False,,195000000.0
2023,Lexus,LX 600,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Sales Agent,2800000000.0,False,,2800000000.0
2015,Jeep,Wrangler,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,925000000.0,False,,925000000.0
2023,Hyundai,Stargazer Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,27500.0,Banten,Dealer,205000000.0,False,,205000000.0
2016,BMW,330i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,375000000.0,False,,375000000.0
2022,Hyundai,Creta Trend,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,232000000.0,False,,232000000.0
2024,BMW,320i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,22500.0,DKI Jakarta,Sales Agent,690000000.0,False,,690000000.0
2019,Mercedes-Benz,CLA200,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,32500.0,DKI Jakarta,Sales Agent,490000000.0,False,,490000000.0
2023,Subaru,WRX TS Eyesight,True,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,625000000.0,False,,625000000.0
2020,Volkswagen,Polo,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,32500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,201503268.0
2023,BMW,Z4 M40i,False,Convertible,1,0,0,0,0,0,0,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,1550000000.0,False,,1550000000.0
2023,Hyundai,Stargazer Prime,True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,72500.0,Banten,Sales Agent,205000000.0,False,,205000000.0
2023,Hyundai,Creta Prime,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,17500.0,Banten,Dealer,,True,mean_by_jenis_mobil,466564618.0
2021,Volkswagen,Tiguan,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2012,Mazda,2,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,117500.0,DKI Jakarta,Dealer,95000000.0,False,,95000000.0
2017,Mazda,CX-3,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,Hyundai,Stargazer X Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,27500.0,Banten,Dealer,,True,mean_by_jenis_mobil,284012562.0
2018,Honda,Civic,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,69000.0,Jawa Barat,Dealer,320000000.0,False,,320000000.0
2020,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,72500.0,Jawa Barat,Dealer,215000000.0,False,,215000000.0
2023,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Mercedes-Benz,GLA200,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
