tahun,merk,tipe,tipe_truncated,jenis_mobil,is_convertible,is_coupe,is_fastback,is_hatchback,is_mpv,is_pickup,is_suv,is_sedan,is_truck,is_van,is_wagon,transmisi,km,lokasi,penjual,harga_asli,harga_imputed,imputation_source,harga
2025,Toyota,Avanza,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,215000000.0,False,,215000000.0
2023,Toyota,Yaris Cross S HV (2 Tone) w GR Parts Aero,True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,,False,,
2021,Hyundai,Palisade Signature,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,455000000.0,False,,455000000.0
2023,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,175000000.0,False,,175000000.0
2014,Honda,Freed,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,92500.0,DKI Jakarta,Dealer,124000000.0,False,,124000000.0
2019,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,DKI Jakarta,Dealer,280000000.0,False,,280000000.0
2019,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,330000000.0,False,,330000000.0
2022,Hyundai,Stargazer Trend,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,92500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2016,Porsche,911 GT3 RS,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,6950000000.0,False,,6950000000.0
2021,Toyota,Vellfire,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,700000000.0,False,,700000000.0
2015,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,97500.0,Banten,Dealer,239000000.0,False,,239000000.0
2022,Toyota,Kijang Innova Zenix V (Premium Color),True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,Jawa Barat,Sales Agent,351000000.0,False,,351000000.0
2019,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,385000000.0,False,,385000000.0
2018,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,285000000.0,False,,285000000.0
2018,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2019,BMW,330i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,419000000.0,False,,419000000.0
2021,Mercedes-Benz,AMG A35 4MATIC,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,599000000.0,False,,599000000.0
2017,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,Jawa Barat,Sales Agent,183000000.0,False,,183000000.0
2021,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,210000000.0,False,,210000000.0
2021,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,Banten,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,Honda,WR-V RS,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Jawa Barat,Sales Agent,225000009.0,False,,225000009.0
2023,Daihatsu,Sigra,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,22500.0,DKI Jakarta,Sales Agent,145000000.0,False,,145000000.0
2018,Daihatsu,Sigra,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,Jawa Barat,Sales Agent,120000000.0,False,,120000000.0
2013,Mercedes-Benz,E300,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2022,Suzuki,XL7,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2014,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2017,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,102500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2020,Mercedes-Benz,C300 AMG Final Edition,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,525000000.0,False,,525000000.0
2024,Daihatsu,Xenia,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,197000000.0,False,,197000000.0
2021,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,77500.0,DKI Jakarta,Dealer,206000000.0,False,,206000000.0
2022,Suzuki,Ignis,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,159000000.0,False,,159000000.0
2019,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,196000000.0,False,,196000000.0
2023,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,161000000.0,False,,161000000.0
2023,Toyota,Veloz Q (Premium Color),True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,231000000.0,False,,231000000.0
2021,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,67500.0,DKI Jakarta,Dealer,226000000.0,False,,226000000.0
2022,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Manual,42500.0,DKI Jakarta,Dealer,187000000.0,False,,187000000.0
2023,Hyundai,Stargazer Prime,True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,189000000.0,False,,189000000.0
2021,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,87500.0,DKI Jakarta,Dealer,356000000.0,False,,356000000.0
2019,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,242000000.0,False,,242000000.0
2024,Toyota,Kijang Innova Zenix V (Non Premium Color),True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,372000000.0,False,,372000000.0
2021,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,273000000.0,False,,273000000.0
2022,Honda,City,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,82500.0,DKI Jakarta,Sales Agent,232000000.0,False,,232000000.0
2014,Toyota,Avanza,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,Jawa Barat,Dealer,102000000.0,False,,102000000.0
2012,Mitsubishi,Lancer Evolution X,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,875000000.0,False,,875000000.0
2015,Lexus,NX 200T,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,87500.0,DKI Jakarta,Dealer,295000000.0,False,,295000000.0
2021,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,87500.0,Banten,Sales Agent,316000000.0,False,,316000000.0
2022,BMW,218i,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,419000000.0,False,,419000000.0
2022,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,359000000.0,False,,359000000.0
2018,MINI,Cooper,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,389000000.0,False,,389000000.0
2025,Chery,Omoda J6 EV RWD,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,410000000.0,False,,410000000.0
2023,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,82500.0,Banten,Sales Agent,,True,mean_by_jenis_mobil,284012562.0
2024,Ford,Ranger,False,Pickup,0,0,0,0,0,1,0,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,725000000.0,False,,725000000.0
2020,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,87500.0,Banten,Sales Agent,300000000.0,False,,300000000.0
2016,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,Jawa Barat,Dealer,336000000.0,False,,336000000.0
2010,Peugeot,207,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,7500.0,Jawa Barat,Dealer,96000000.0,False,,96000000.0
2018,BMW,520i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,42500.0,Jawa Barat,Dealer,399000000.0,False,,399000000.0
2013,Subaru,XV,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,Jawa Barat,Dealer,135000000.0,False,,135000000.0
2017,Chevrolet,TRAX,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Jawa Barat,Dealer,159000000.0,False,,159000000.0
2018,Mazda,2,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,62500.0,Jawa Barat,Dealer,179000000.0,False,,179000000.0
2012,Mitsubishi,Outlander Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,112500.0,Jawa Barat,Dealer,135000000.0,False,,135000000.0
2011,smart,fortwo,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,47500.0,Jawa Barat,Dealer,148000000.0,False,,148000000.0
2018,Hyundai,H-1,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,97500.0,Jawa Barat,Dealer,288000000.0,False,,288000000.0
2016,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,142500.0,Jawa Barat,Dealer,335000000.0,False,,335000000.0
2022,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Manual,32500.0,Jawa Barat,Dealer,186000000.0,False,,186000000.0
2015,Nissan,Serena,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,Jawa Barat,Dealer,156000000.0,False,,156000000.0
1997,Mercedes-Benz,E230,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,102500.0,Jawa Barat,Dealer,78500000.0,False,,78500000.0
2016,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,72500.0,Jawa Barat,Dealer,349000000.0,False,,349000000.0
2015,KIA,Sportage,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,112500.0,Jawa Barat,Dealer,165000000.0,False,,165000000.0
2010,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,177500.0,Jawa Barat,Dealer,159000000.0,False,,159000000.0
2018,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Jawa Barat,Dealer,325000000.0,False,,325000000.0
2016,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,112500.0,Jawa Barat,Dealer,193000000.0,False,,193000000.0
2019,Nissan,Serena,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,Jawa Barat,Dealer,233000000.0,False,,233000000.0
2018,Mitsubishi,Outlander Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,Jawa Barat,Dealer,205000000.0,False,,205000000.0
2012,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,152500.0,Jawa Barat,Dealer,216000000.0,False,,216000000.0
2012,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,202500.0,Jawa Barat,Dealer,106000000.0,False,,106000000.0
2013,Lexus,RX 270,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,142500.0,Jawa Barat,Dealer,225000000.0,False,,225000000.0
2019,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Manual,7500.0,Jawa Barat,Dealer,177000000.0,False,,177000000.0
2014,Mazda,Biante,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,112500.0,Jawa Barat,Dealer,143000000.0,False,,143000000.0
2022,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Sales Agent,370000000.0,False,,370000000.0
2014,Nissan,Elgrand,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,Jawa Barat,Dealer,235000000.0,False,,235000000.0
2011,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,122500.0,Jawa Timur,Dealer,205000000.0,False,,205000000.0
2025,Honda,WR-V RS Honda Sensing,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,Jawa Timur,Dealer,252000000.0,False,,252000000.0
2014,Nissan,Elgrand,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,97500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,284012562.0
2019,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,67500.0,Jawa Barat,Dealer,336000000.0,False,,336000000.0
2014,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,82500.0,Jawa Barat,Dealer,289000000.0,False,,289000000.0
2017,Honda,Odyssey,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,127500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,284012562.0
2017,Toyota,Vellfire,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,117500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,284012562.0
2014,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,122500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2022,KIA,Grand Carnival Premiere 11 Seater,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,52500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,284012562.0
2017,Mazda,CX-3,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,92500.0,DKI Jakarta,Dealer,178000000.0,False,,178000000.0
2021,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Broker,,True,mean_by_jenis_mobil,466564618.0
2021,Mitsubishi,Xpander Cross Premium,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,82500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,284012562.0
2020,Mazda,2,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,201503268.0
2023,Toyota,Raize GR Sport TSS (2 Tone),True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,Banten,Dealer,315000000.0,False,,315000000.0
2023,Toyota,Kijang Innova Zenix G HV (Premium Color) M,True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,47500.0,Jawa Barat,Sales Agent,,False,,
2023,Chery,Omoda 5 RZ,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,Banten,Dealer,240000000.0,False,,240000000.0
2014,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,132500.0,DKI Jakarta,Dealer,145000000.0,False,,145000000.0
2022,Honda,Accord,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,87500.0,Banten,Sales Agent,,True,mean_by_jenis_mobil,471819265.0
2025,BMW,430i M Sport Pro,True,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,Banten,Dealer,1599000000.0,False,,1599000000.0
2022,Daihatsu,Xenia,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,87500.0,Jawa Barat,Sales Agent,,True,mean_by_jenis_mobil,284012562.0
2023,Hyundai,Stargazer Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,185000000.0,False,,185000000.0
2022,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,62500.0,Banten,Dealer,350000000.0,False,,350000000.0
2018,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,345000000.0,False,,345000000.0
2021,Mitsubishi,Xpander Cross,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,205000000.0,False,,205000000.0
2019,Jeep,Compass,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,265000000.0,False,,265000000.0
2010,Mercedes-Benz,AMG SL63 AMG,True,Convertible,1,0,0,0,0,0,0,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,3500000000.0,False,,3500000000.0
2020,Tesla,Model 3,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,500000000.0,False,,500000000.0
2013,Chrysler,300C,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,450000000.0,False,,450000000.0
2023,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,Jawa Barat,Sales Agent,248000000.0,False,,248000000.0
2021,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Sales Agent,211000000.0,False,,211000000.0
2022,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,Jawa Barat,Sales Agent,235000000.0,False,,235000000.0
2023,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Jawa Barat,Sales Agent,,True,mean_by_jenis_mobil,466564618.0
2022,Toyota,Veloz Q (Non Premium Color),True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,52500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,284012562.0
2022,Toyota,Raize GR Sport (1 Tone),True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2020,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,57500.0,DKI Jakarta,Sales Agent,,True,mean_by_jenis_mobil,201503268.0
2023,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2017,Lexus,NX 200T,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,399000000.0,False,,399000000.0
2012,Mercedes-Benz,E250,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,77500.0,DKI Jakarta,Private,250000000.0,False,,250000000.0
2017,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,77500.0,DKI Jakarta,Dealer,368000000.0,False,,368000000.0
2013,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,67500.0,DKI Jakarta,Dealer,165000000.0,False,,165000000.0
2019,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,168000000.0,False,,168000000.0
2024,Toyota,Land Cruiser,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,2050000000.0,False,,2050000000.0
2018,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,359000000.0,False,,359000000.0
2021,Alfa Romeo,Stelvio Quadrifoglio,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,1750000000.0,False,,1750000000.0
2023,Suzuki,Baleno,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,52500.0,Jawa Barat,Sales Agent,214000000.0,False,,214000000.0
2021,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,77500.0,Jawa Barat,Sales Agent,394000000.0,False,,394000000.0
2020,Toyota,Yaris,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,205000000.0,False,,205000000.0
2018,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,72500.0,Banten,Sales Agent,250000000.0,False,,250000000.0
2013,Nissan,Serena,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,92500.0,DKI Jakarta,Dealer,122000000.0,False,,122000000.0
2013,Mercedes-Benz,E300,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,295000000.0,False,,295000000.0
2022,Toyota,Veloz (Non Premium Color),False,MPV,0,0,0,0,1,0,0,0,0,0,0,Manual,37500.0,Jawa Barat,Sales Agent,238000000.0,False,,238000000.0
2017,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,132500.0,DKI Jakarta,Dealer,127000000.0,False,,127000000.0
2016,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,92500.0,Jawa Barat,Sales Agent,162000000.0,False,,162000000.0
2022,Suzuki,XL7,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,Jawa Barat,Sales Agent,218000000.0,False,,218000000.0
2016,Honda,City,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,87500.0,DKI Jakarta,Dealer,147000000.0,False,,147000000.0
2018,Daihatsu,Sigra,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,119000000.0,False,,119000000.0
2022,Hyundai,Creta Style,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Banten,Sales Agent,229000000.0,False,,229000000.0
2023,Toyota,Kijang Innova Zenix G (Premium Color),True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,359000000.0,False,,359000000.0
2023,Toyota,Yaris Cross S HV,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,339000000.0,False,,339000000.0
2015,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,279000000.0,False,,279000000.0
2021,Toyota,Calya,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,37500.0,Jawa Barat,Sales Agent,,True,mean_by_jenis_mobil,284012562.0
2022,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Private,,True,mean_by_jenis_mobil,466564618.0
2019,BMW,530i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,37500.0,DKI Jakarta,Private,615000000.0,False,,615000000.0
2020,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Banten,Sales Agent,234000000.0,False,,234000000.0
2019,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2014,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2020,BMW,320i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,469000000.0,False,,469000000.0
2019,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,385000000.0,False,,385000000.0
2020,Suzuki,Karimun Wagon R,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,72500.0,Jawa Barat,Dealer,111000000.0,False,,111000000.0
2017,Suzuki,Baleno,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,82500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,201503268.0
2016,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,Jawa Barat,Dealer,,True,mean_by_jenis_mobil,466564618.0
2025,Hyundai,Santa Fe,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Private,,True,mean_by_jenis_mobil,466564618.0
2013,BMW,320i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,220000000.0,False,,220000000.0
2016,Lexus,LX 570,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,72500.0,DKI Jakarta,Dealer,1135000000.0,False,,1135000000.0
2020,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,415000000.0,False,,415000000.0
2022,Mercedes-Benz,GLC200,False,,0,0,0,0,0,0,0,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,698000000.0,False,,698000000.0
2023,Hyundai,Creta Trend,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,Jawa Barat,Dealer,213000000.0,False,,213000000.0
2022,KIA,Seltos,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,72500.0,DKI Jakarta,Dealer,238000000.0,False,,238000000.0
2013,Honda,Jazz,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Manual,97500.0,Jawa Barat,Dealer,115000000.0,False,,115000000.0
2023,Chery,Omoda 5 RZ,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2020,Toyota,Vios,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,82500.0,Jawa Timur,Dealer,,True,mean_by_jenis_mobil,471819265.0
2022,Porsche,911 Targa 4 GTS,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Manual,2500.0,DKI Jakarta,Private,5350000000.0,False,,5350000000.0
2018,Nissan,Terra,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2022,BMW,330i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,37500.0,Bali,Private,,True,mean_by_jenis_mobil,471819265.0
2018,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,425000000.0,False,,425000000.0
